,Unnamed: 0,时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮,湿度,室温,叶绿素,藻密度
5103,5103,2020-04-30 20:00:00,13.724,8.287,7.523,251.662,6.188,0.92,0.02,0.012,0.103,35.669,21.7,,
5104,5104,2020-04-30 16:00:00,13.763,8.315,7.6,250.973,6.022,0.87,0.02,0.011,0.116,35.136,21.669,,
5105,5105,2020-04-30 12:00:00,13.317,8.232,7.081,252.643,5.399,0.86,0.03,0.012,0.12,33.031,21.819,,
5106,5106,2020-04-30 08:00:00,12.954,8.209,7.117,252.903,5.815,1.08,0.02,0.011,0.075,31.9,22.2,,
5107,5107,2020-04-30 04:00:00,12.981,8.252,7.257,252.775,5.069,0.22,0.04,0.012,0.129,32.025,22.303,,
5108,5108,2020-04-30 00:00:00,13.024,8.308,7.816,250.968,3.346,0.82,0.03,0.012,0.121,33.869,21.467,,
5109,5109,2020-04-29 20:00:00,13.185,8.333,7.887,250.23,6.767,1.03,0.04,0.012,0.144,34.428,21.1,,
5110,5110,2020-04-29 16:00:00,13.415,8.282,7.642,251.072,6.383,0.99,0.02,0.012,0.131,33.325,21.4,,
5111,5111,2020-04-29 12:00:00,13.481,8.17,6.88,253.317,5.13,1.05,0.03,0.011,0.106,32.5,21.4,,
5112,5112,2020-04-29 08:00:00,13.237,8.168,7.112,254.069,5.018,0.93,0.04,0.013,0.132,32.633,21.2,,
5113,5113,2020-04-29 04:00:00,13.257,8.199,7.243,252.748,5.475,0.85,0.03,0.012,0.09,32.133,21.5,,
5114,5114,2020-04-29 00:00:00,13.448,8.257,7.383,252.121,5.626,0.97,0.03,0.011,0.109,31.9,21.6,,
5115,5115,2020-04-28 20:00:00,13.765,8.295,7.575,251.215,6.554,1.19,0.03,0.011,0.113,29.9,22.264,,
5116,5116,2020-04-28 16:00:00,13.553,8.265,7.551,250.636,6.886,0.75,0.03,0.013,0.053,28.836,22.0,,
5117,5117,2020-04-28 12:00:00,13.241,8.168,7.213,252.331,5.909,0.87,0.02,0.014,0.301,28.697,22.069,,
5118,5118,2020-04-28 08:00:00,12.739,8.153,7.239,253.39,5.736,0.0,0.03,0.0,0.0,28.469,22.2,,
5119,5119,2020-04-28 04:00:00,12.836,8.186,7.305,253.18,4.973,1.09,0.02,0.0,0.0,29.5,21.569,,
5120,5120,2020-04-28 00:00:00,12.985,8.251,7.586,251.427,4.772,0.98,0.02,0.0,0.0,28.828,21.872,,
5121,5121,2020-04-27 20:00:00,13.274,8.266,7.792,250.112,6.574,1.01,0.03,0.0,0.0,28.569,21.3,,
5122,5122,2020-04-27 16:00:00,13.337,8.241,7.413,251.557,7.677,0.31,0.03,0.012,0.098,25.972,21.867,,
5123,5123,2020-04-27 12:00:00,13.022,8.166,7.316,252.408,5.172,1.09,0.04,0.01,0.105,25.728,22.278,,
5124,5124,2020-04-27 08:00:00,12.816,8.18,7.283,253.122,5.181,0.77,0.03,0.013,0.136,27.7,21.2,,
5125,5125,2020-04-27 04:00:00,12.858,8.235,7.571,252.773,5.335,0.96,0.03,0.012,0.102,27.8,21.1,,
5126,5126,2020-04-27 00:00:00,12.989,8.261,7.657,251.351,5.265,1.01,0.03,0.011,0.116,26.2,22.1,,
5127,5127,2020-04-26 20:00:00,13.162,8.237,7.66,250.723,5.285,0.93,0.02,0.011,0.123,26.583,21.919,,
5128,5128,2020-04-26 16:00:00,13.171,8.221,7.437,252.029,5.997,0.99,0.03,0.01,0.106,26.506,21.375,,
5129,5129,2020-04-26 12:00:00,12.999,8.171,7.267,252.534,5.283,0.84,0.02,0.009,0.091,27.183,20.886,,
5130,5130,2020-04-26 08:00:00,12.829,8.159,7.157,253.288,5.819,0.92,0.03,0.013,0.142,27.372,21.1,,
5131,5131,2020-04-26 04:00:00,12.932,8.187,7.213,253.135,5.512,1.08,0.04,0.012,0.121,27.7,21.2,,
5132,5132,2020-04-26 00:00:00,13.024,8.235,7.254,252.819,5.403,1.01,0.04,0.012,0.114,27.8,21.3,,
5133,5133,2020-04-25 20:00:00,13.095,8.263,7.4,252.51,7.493,1.04,0.04,0.011,0.057,28.2,21.0,,
5134,5134,2020-04-25 16:00:00,13.21,8.225,7.271,252.224,5.715,1.06,0.03,0.013,0.112,26.3,22.0,,
5135,5135,2020-04-25 12:00:00,13.1,8.183,7.116,253.131,5.016,0.91,0.04,0.012,0.151,28.428,20.436,,
5136,5136,2020-04-25 08:00:00,13.026,8.216,7.22,253.15,4.712,1.01,0.04,0.0,0.0,27.7,21.0,,
5137,5137,2020-04-25 04:00:00,12.999,8.204,7.462,253.21,4.453,1.54,0.02,0.0,0.0,26.931,22.0,,
5138,5138,2020-04-25 00:00:00,13.131,8.234,7.487,252.471,5.878,1.02,0.04,0.0,0.0,26.9,22.3,,
5139,5139,2020-04-24 20:00:00,13.413,8.243,7.467,251.985,6.114,0.96,0.03,0.012,0.113,28.7,21.633,,
5140,5140,2020-04-24 16:00:00,13.547,8.196,7.227,252.637,5.691,1.14,0.03,0.011,0.394,29.764,21.2,,
5141,5141,2020-04-24 12:00:00,13.546,8.137,7.074,253.343,5.938,1.09,0.0,0.011,0.281,27.478,22.422,,
5142,5142,2020-04-24 08:00:00,13.388,8.128,6.627,253.949,5.936,1.04,0.03,0.012,0.363,28.6,21.733,,
5143,5143,2020-04-24 04:00:00,13.448,8.16,6.636,254.215,4.972,0.91,0.04,0.012,0.225,28.264,21.597,,
5144,5144,2020-04-24 00:00:00,13.547,8.223,6.873,253.346,5.958,0.79,0.03,0.011,0.338,28.2,21.7,,
5145,5145,2020-04-23 20:00:00,13.708,8.22,7.009,252.39,6.036,1.36,0.02,0.013,0.308,27.494,22.1,,
5146,5146,2020-04-23 16:00:00,13.76,8.231,7.118,251.951,5.745,0.62,0.04,0.012,0.356,24.575,22.344,,
5147,5147,2020-04-23 12:00:00,13.665,8.164,6.629,253.751,5.389,0.76,0.02,0.012,0.403,25.619,22.072,,
5148,5148,2020-04-23 08:00:00,13.443,8.143,6.674,253.998,5.782,0.82,0.04,0.0,0.0,28.031,22.1,,
5149,5149,2020-04-23 04:00:00,13.498,8.146,6.649,254.11,5.733,1.01,0.02,0.0,0.0,28.533,22.231,,
5150,5150,2020-04-23 00:00:00,13.613,8.194,6.85,253.145,6.669,1.06,0.04,0.0,0.0,28.5,22.3,,
5151,5151,2020-04-22 20:00:00,13.791,8.213,7.088,252.294,7.599,1.03,0.02,0.0,0.0,26.3,22.6,,
5152,5152,2020-04-22 16:00:00,13.846,8.174,7.078,251.861,6.186,0.72,0.03,0.014,0.265,25.364,23.0,,
5153,5153,2020-04-22 12:00:00,13.627,8.113,6.682,253.867,5.422,0.92,0.02,0.013,0.275,28.436,22.264,,
5154,5154,2020-04-22 08:00:00,13.397,8.112,6.726,254.214,6.576,1.02,0.04,0.0,0.0,27.2,22.1,,
5155,5155,2020-04-22 04:00:00,13.447,8.122,6.782,254.095,6.128,0.88,0.03,0.013,0.307,27.2,22.4,,
5156,5156,2020-04-22 00:00:00,13.572,8.158,7.108,253.434,6.942,0.8,0.04,0.012,0.309,26.167,22.8,,
5157,5157,2020-04-21 20:00:00,13.711,8.165,7.03,252.214,7.98,1.04,0.02,0.013,0.292,25.264,22.9,,
5158,5158,2020-04-21 16:00:00,13.692,8.184,7.173,252.481,6.712,0.88,0.03,0.013,0.356,24.294,22.936,,
5159,5159,2020-04-21 12:00:00,13.492,8.148,7.084,253.101,6.271,0.82,0.04,0.011,0.37,25.4,22.1,,
5160,5160,2020-04-21 08:00:00,13.346,8.127,6.843,253.517,6.249,0.89,0.02,0.014,0.32,25.9,22.0,,
5161,5161,2020-04-21 04:00:00,13.559,8.118,6.942,254.021,6.561,0.86,0.02,0.012,0.364,25.831,22.769,,
5162,5162,2020-04-21 00:00:00,13.809,8.162,6.974,253.082,7.245,0.84,0.02,0.014,0.244,25.2,23.2,,
5163,5163,2020-04-20 20:00:00,13.947,8.246,7.375,252.169,7.816,0.88,0.03,0.015,0.41,25.631,22.9,,
5164,5164,2020-04-20 17:00:00,14.513,8.258,7.18,177.047,17.929,1.12,0.02,0.016,0.348,24.372,22.961,,
5165,5165,2020-04-20 12:00:00,13.761,8.167,7.097,253.114,5.342,1.07,0.03,0.013,0.365,24.589,21.808,,
5166,5166,2020-04-20 08:00:00,13.549,8.127,6.984,253.6,6.834,0.79,0.02,0.012,0.332,26.633,22.167,,
5167,5167,2020-04-20 04:00:00,13.65,8.127,6.984,253.473,6.802,0.75,0.05,0.013,0.428,26.2,22.6,,
5168,5168,2020-04-20 00:00:00,13.813,8.127,7.005,252.912,6.933,0.94,0.04,0.011,0.396,25.3,23.0,,
5169,5169,2020-04-19 20:00:00,14.127,8.155,6.678,252.03,7.239,0.9,0.03,0.016,0.341,25.364,22.9,,
5170,5170,2020-04-19 16:00:00,14.277,7.569,7.303,252.373,7.647,0.95,0.03,0.0,0.0,20.183,23.0,,
5171,5171,2020-04-19 12:00:00,13.961,8.308,7.737,242.902,5.025,,0.03,0.02,0.305,29.361,21.461,,
5172,5172,2020-04-19 08:00:00,13.774,8.296,6.221,242.673,4.157,1.75,0.01,0.016,0.274,29.658,22.7,,
5173,5173,2020-04-19 04:00:00,13.959,8.3,6.566,242.343,4.057,1.68,0.02,0.0,0.0,29.2,23.2,,
5174,5174,2020-04-19 00:00:00,14.226,8.335,6.792,241.843,4.285,1.73,0.04,0.0,0.0,28.511,23.6,,
5175,5175,2020-04-18 20:00:00,14.68,8.397,6.915,241.452,4.747,1.58,0.02,0.018,0.228,29.125,23.358,,
5176,5176,2020-04-18 16:00:00,14.663,8.45,7.346,240.084,4.536,1.94,0.02,0.016,0.289,25.0,23.4,,
5177,5177,2020-04-18 12:00:00,14.066,8.337,7.089,242.086,4.437,1.58,0.02,0.017,0.29,26.364,22.5,,
5178,5178,2020-04-18 08:00:00,13.611,8.321,7.084,242.701,4.277,1.64,0.02,0.016,0.195,27.925,22.406,,
5179,5179,2020-04-18 04:00:00,13.677,8.31,6.981,242.948,4.327,1.58,0.02,0.017,0.187,27.739,22.8,,
5180,5180,2020-04-18 00:00:00,13.796,8.32,6.937,241.857,4.096,2.02,0.0,0.019,0.313,26.9,23.3,,
5181,5181,2020-04-17 20:00:00,14.179,8.319,6.951,241.264,4.689,1.59,0.01,0.018,0.293,25.428,23.6,,
5182,5182,2020-04-17 16:00:00,14.202,8.344,7.268,241.734,5.028,1.47,0.02,0.019,0.346,25.264,23.4,,
5183,5183,2020-04-17 12:00:00,13.781,8.315,7.181,242.152,4.462,1.58,0.02,0.017,0.334,27.3,22.792,,
5184,5184,2020-04-17 08:00:00,13.378,8.335,7.348,241.789,4.647,2.01,0.02,0.018,0.333,28.4,22.3,,
5185,5185,2020-04-17 04:00:00,13.61,8.346,7.243,241.856,4.333,1.5,0.02,0.014,0.243,27.9,22.8,,
5186,5186,2020-04-17 00:00:00,13.802,8.34,7.292,241.141,4.323,1.65,0.0,0.017,0.291,26.965,23.2,,
5187,5187,2020-04-16 20:00:00,14.267,8.375,7.321,240.526,4.813,1.62,1.57,0.018,0.326,24.8,23.472,,
5188,5188,2020-04-16 16:00:00,13.858,8.355,7.067,240.562,4.472,1.69,0.02,0.015,0.256,24.094,23.2,,
5189,5189,2020-04-16 12:00:00,13.503,8.325,7.785,242.053,4.327,2.84,0.0,0.017,0.256,27.0,22.1,,
5190,5190,2020-04-16 08:00:00,13.272,8.325,7.372,242.785,4.318,1.48,0.01,0.0,0.0,26.622,22.5,,
5191,5191,2020-04-16 04:00:00,13.178,8.31,7.22,242.072,4.565,1.67,0.01,0.0,0.0,27.556,22.239,,
5192,5192,2020-04-16 00:00:00,13.75,8.321,7.438,242.055,4.276,1.78,0.03,0.0,0.0,27.4,22.5,,
5193,5193,2020-04-15 20:00:00,13.98,8.398,8.184,241.129,4.701,1.65,0.0,0.017,0.314,25.9,22.973,,
5194,5194,2020-04-15 16:00:00,13.758,8.343,7.736,240.988,3.804,1.69,0.03,0.017,0.249,23.569,22.7,,
5195,5195,2020-04-15 12:00:00,13.479,8.328,7.31,242.658,4.209,2.8,0.03,0.017,0.4,25.5,21.7,,
5196,5196,2020-04-15 08:00:00,13.101,8.316,7.679,242.288,4.334,1.58,0.03,0.0,0.0,26.3,21.4,,
5197,5197,2020-04-15 04:00:00,13.387,8.319,7.807,242.376,4.058,1.58,0.04,0.0,0.0,25.669,22.3,,
5198,5198,2020-04-15 00:00:00,13.571,8.376,7.791,242.123,4.241,1.71,0.03,0.0,0.0,25.7,22.0,,
5199,5199,2020-04-14 20:00:00,13.57,8.392,7.985,240.659,4.623,1.96,0.04,0.0,0.0,23.828,22.1,,
5200,5200,2020-04-14 16:00:00,13.518,8.364,8.5,241.262,4.781,1.43,0.03,0.0,0.0,22.306,22.1,,
5201,5201,2020-04-14 12:00:00,13.277,8.337,8.106,242.195,4.289,1.68,0.02,0.0,0.0,24.5,22.5,,
5202,5202,2020-04-14 08:00:00,12.865,8.329,7.935,242.525,4.341,1.69,0.02,0.016,0.221,26.094,21.2,,
5203,5203,2020-04-14 04:00:00,12.937,8.315,8.054,242.314,4.233,1.69,0.05,0.017,0.246,26.736,21.4,,
5204,5204,2020-04-14 00:00:00,13.155,8.32,8.065,241.788,4.325,1.92,0.04,0.017,0.194,25.7,22.333,,
5205,5205,2020-04-13 20:00:00,13.539,8.345,8.014,241.705,4.686,1.56,0.03,0.017,0.189,25.997,21.9,,
5206,5206,2020-04-13 16:00:00,13.569,8.365,8.483,240.91,4.614,1.7,0.02,0.017,0.21,24.578,21.9,,
5207,5207,2020-04-13 12:00:00,13.176,8.31,8.233,241.987,4.436,1.99,0.03,0.018,0.33,25.3,21.7,,
5208,5208,2020-04-13 08:00:00,12.846,8.272,8.181,242.365,4.493,1.5,0.02,0.015,0.246,25.831,21.869,,
5209,5209,2020-04-13 04:00:00,13.03,8.26,7.81,242.245,4.342,1.62,0.04,0.017,0.222,26.172,22.1,,
5210,5210,2020-04-13 00:00:00,13.293,8.286,7.665,242.359,4.402,1.65,0.03,0.018,0.334,26.3,22.3,,
5211,5211,2020-04-12 20:00:00,13.404,8.28,7.675,242.016,4.919,2.01,0.03,0.019,0.279,25.464,22.6,,
5212,5212,2020-04-12 16:00:00,13.516,8.283,8.553,241.871,4.864,1.53,0.03,0.019,0.369,22.768,22.8,,
5213,5213,2020-04-12 12:00:00,13.295,8.259,8.062,242.385,4.543,1.55,0.04,0.02,0.434,24.4,22.236,,
5214,5214,2020-04-12 08:00:00,12.955,8.237,7.901,242.621,4.392,1.58,0.05,0.0,0.0,25.5,21.9,,
5215,5215,2020-04-12 04:00:00,13.151,8.258,7.509,242.215,4.354,1.99,0.02,0.0,0.0,24.7,22.631,,
5216,5216,2020-04-12 00:00:00,13.438,8.257,7.845,241.802,4.927,1.5,0.0,0.0,0.0,24.7,22.8,,
5217,5217,2020-04-11 20:00:00,13.976,8.282,7.789,241.919,4.741,1.22,0.03,0.02,0.261,23.8,22.8,,
5218,5218,2020-04-11 16:00:00,13.576,8.311,8.746,241.81,4.679,1.7,0.03,0.019,0.232,20.567,22.9,,
5219,5219,2020-04-11 12:00:00,12.965,8.272,8.425,242.422,4.467,1.69,0.05,0.017,0.245,22.186,22.675,,
5220,5220,2020-04-11 08:00:00,12.509,8.247,8.261,242.787,4.558,0.63,0.03,0.017,0.191,23.969,21.5,,
5221,5221,2020-04-11 04:00:00,12.653,8.26,8.229,241.995,4.781,1.68,0.03,0.018,0.242,22.869,22.531,,
5222,5222,2020-04-11 00:00:00,12.839,8.296,8.069,241.617,4.276,1.7,0.04,0.017,0.353,21.6,22.0,,
5223,5223,2020-04-10 20:00:00,13.086,8.296,7.918,241.189,4.622,1.58,0.03,0.019,0.3,20.6,22.478,,
5224,5224,2020-04-10 16:00:00,13.113,8.309,8.613,241.196,4.675,2.87,0.03,0.015,0.346,20.447,22.5,,
5225,5225,2020-04-10 12:00:00,12.84,8.259,8.113,241.869,4.264,1.32,0.04,0.016,0.282,19.747,22.303,,
5226,5226,2020-04-10 08:00:00,12.516,8.242,8.004,242.665,4.2,1.58,0.04,0.018,0.291,24.433,21.367,,
5227,5227,2020-04-10 04:00:00,12.668,8.258,7.965,242.683,4.499,1.63,0.04,0.017,0.308,23.731,21.9,,
5228,5228,2020-04-10 00:00:00,12.901,8.283,7.779,242.26,4.163,1.73,0.04,0.015,0.318,22.3,22.664,,
5229,5229,2020-04-09 20:00:00,13.294,8.302,7.92,241.841,4.669,2.03,0.05,0.017,0.265,22.8,21.7,,
5230,5230,2020-04-09 16:00:00,13.497,8.3,8.343,242.058,4.641,1.54,0.04,0.017,0.311,21.2,22.964,,
5231,5231,2020-04-09 12:00:00,13.017,8.266,7.747,242.624,4.372,1.5,0.03,0.016,0.273,25.219,22.061,,
5232,5232,2020-04-09 08:00:00,12.809,8.263,7.62,242.738,4.504,1.61,0.04,0.017,0.285,25.422,22.436,,
5233,5233,2020-04-09 04:00:00,12.923,8.26,7.894,242.606,4.424,1.63,0.06,0.018,0.254,27.9,21.128,,
5234,5234,2020-04-09 00:00:00,13.005,8.258,7.848,242.144,4.249,1.64,0.04,0.017,0.216,25.836,22.628,,
5235,5235,2020-04-08 20:00:00,13.376,8.307,8.444,241.879,4.528,1.62,0.04,0.018,0.223,25.172,21.864,,
5236,5236,2020-04-08 16:00:00,13.123,8.28,8.653,241.743,4.408,1.62,0.03,0.016,0.276,23.6,21.8,,
5237,5237,2020-04-08 12:00:00,12.903,8.257,8.347,242.677,4.611,1.61,0.03,0.017,0.201,24.8,21.1,,
5238,5238,2020-04-08 08:00:00,12.538,8.269,8.087,242.691,4.367,1.62,0.04,0.018,0.206,24.77,21.3,,
5239,5239,2020-04-08 04:00:00,12.663,8.262,8.049,242.434,4.442,1.64,0.05,0.016,0.241,25.336,21.428,,
5240,5240,2020-04-08 00:00:00,12.823,8.262,7.917,242.175,4.773,1.81,0.04,0.015,0.253,24.6,22.2,,
5241,5241,2020-04-07 20:00:00,13.139,8.286,8.041,241.711,4.887,1.54,0.05,0.017,0.264,24.725,21.675,,
5242,5242,2020-04-07 16:00:00,12.99,8.266,8.37,241.787,4.343,1.61,0.04,0.016,0.326,22.347,21.908,,
5243,5243,2020-04-07 12:00:00,12.78,8.247,8.37,242.192,4.313,2.01,0.03,0.017,0.353,22.144,22.419,,
5244,5244,2020-04-07 08:00:00,12.38,8.226,7.976,242.024,4.329,1.44,0.02,0.0,0.0,23.9,21.2,,
5245,5245,2020-04-07 04:00:00,12.545,8.235,7.636,242.485,4.674,1.68,0.04,0.0,0.0,22.306,22.831,,
5246,5246,2020-04-07 00:00:00,12.648,8.272,7.93,241.386,4.489,1.69,0.04,0.0,0.0,22.8,22.2,,
5247,5247,2020-04-06 20:00:00,12.98,8.256,8.19,240.927,4.729,1.36,0.03,0.0,0.0,20.367,22.8,,
5248,5248,2020-04-06 16:00:00,12.956,8.282,8.232,241.586,4.49,1.98,0.02,0.0,0.0,19.925,22.4,,
5249,5249,2020-04-06 12:00:00,12.576,8.248,8.43,241.867,4.271,1.37,0.04,0.0,0.0,19.953,21.8,,
5250,5250,2020-04-06 08:00:00,12.254,8.232,8.001,241.958,4.474,1.62,0.04,0.017,0.267,20.8,21.636,,
5251,5251,2020-04-06 04:00:00,12.433,8.212,7.978,242.426,4.247,1.64,0.04,0.015,0.286,20.535,21.93,,
5252,5252,2020-04-06 00:00:00,12.63,8.242,7.946,241.784,4.759,1.99,0.05,0.017,0.239,21.133,21.9,,
5253,5253,2020-04-05 20:00:00,12.985,8.236,7.961,241.289,4.507,1.59,0.04,0.017,0.198,19.0,22.497,,
5254,5254,2020-04-05 16:00:00,13.021,8.255,8.309,241.371,4.82,1.63,0.04,0.018,0.303,18.964,22.4,,
5255,5255,2020-04-05 12:00:00,12.488,8.231,7.571,242.254,4.56,1.6,0.03,0.017,0.241,20.133,22.469,,
5256,5256,2020-04-05 08:00:00,12.07,8.226,7.877,241.905,4.656,1.78,0.03,0.017,0.218,22.675,21.061,,
5257,5257,2020-04-05 04:00:00,12.21,8.239,8.228,241.763,4.529,1.78,0.05,0.018,0.34,20.767,22.2,,
5258,5258,2020-04-05 00:00:00,12.297,8.24,8.111,242.059,4.535,1.56,0.03,0.018,0.294,22.3,21.6,,
5259,5259,2020-04-04 20:00:00,12.519,8.272,8.19,241.063,4.601,1.67,0.05,0.017,0.196,21.169,21.8,,
5260,5260,2020-04-04 16:00:00,12.736,8.274,8.269,241.227,4.23,1.59,3.28,0.017,0.286,20.7,21.9,,
5261,5261,2020-04-04 12:00:00,12.356,8.273,8.137,241.799,4.545,2.02,0.03,0.016,0.337,22.717,20.5,,
5262,5262,2020-04-04 08:00:00,12.006,8.235,7.785,241.564,4.46,1.61,0.04,0.019,0.336,22.467,21.9,,
5263,5263,2020-04-04 04:00:00,12.14,8.234,7.842,241.704,4.742,1.67,0.03,0.0,0.0,23.7,20.8,,
5264,5264,2020-04-04 00:00:00,12.252,8.27,8.033,241.837,4.267,1.62,0.01,0.018,0.203,22.4,21.8,,
5265,5265,2020-04-03 20:00:00,12.43,8.269,8.123,241.358,4.567,1.77,0.04,0.018,0.305,21.728,22.036,,
5266,5266,2020-04-03 16:00:00,12.488,8.257,8.194,241.429,4.692,1.64,0.03,0.018,0.261,21.956,21.678,,
5267,5267,2020-04-03 12:00:00,12.417,8.257,8.087,241.691,4.472,1.81,0.02,0.018,0.322,24.594,21.1,,
5268,5268,2020-04-03 08:00:00,12.149,8.216,7.871,271.16,3.515,1.66,0.02,0.018,0.303,22.2,21.6,,
5269,5269,2020-04-03 04:00:00,12.289,8.204,7.876,271.416,3.384,1.56,0.03,0.017,0.388,21.8,21.531,,
5270,5270,2020-04-03 00:00:00,12.439,8.231,7.621,271.532,3.442,1.51,0.03,0.018,0.479,22.3,21.4,,
5271,5271,2020-04-02 20:00:00,12.588,8.218,7.915,271.299,3.914,1.71,0.03,0.02,0.343,21.1,21.7,,
5272,5272,2020-04-02 16:00:00,12.686,8.201,7.917,271.236,3.604,1.83,0.03,0.018,0.403,20.397,22.4,,
5273,5273,2020-04-02 12:00:00,12.559,8.148,7.531,271.683,3.71,1.53,0.04,0.017,0.347,22.5,21.7,,
5274,5274,2020-04-02 08:00:00,12.419,8.15,7.324,271.657,3.711,1.94,0.02,0.0,0.0,22.9,21.6,,
5275,5275,2020-04-02 04:00:00,12.566,8.156,7.449,271.864,3.971,1.36,0.02,0.017,0.449,22.2,22.3,,
5276,5276,2020-04-02 00:00:00,12.78,8.17,7.786,271.481,4.203,1.63,0.02,0.019,0.351,21.3,23.0,,
5277,5277,2020-04-01 20:00:00,12.869,8.169,7.924,270.378,3.919,1.61,0.03,0.018,0.398,19.5,23.2,,
5278,5278,2020-04-01 16:00:00,12.97,8.168,7.915,270.708,3.656,1.63,0.04,0.017,0.404,20.494,23.7,,
5279,5279,2020-04-01 12:00:00,12.644,8.183,7.925,271.137,3.41,1.96,0.02,0.018,0.343,20.203,22.9,,
5280,5280,2020-04-01 08:00:00,12.467,8.148,7.76,271.865,3.091,1.45,0.02,0.017,0.41,21.367,22.2,,
5281,5281,2020-04-01 04:00:00,12.783,8.139,7.749,271.83,3.639,1.53,0.02,0.017,0.335,19.8,22.9,,
5282,5282,2020-04-01 00:00:00,13.198,8.126,7.7,271.452,3.491,1.57,0.04,0.017,0.363,19.3,23.465,,
5283,5283,2020-03-31 20:00:00,13.862,8.14,7.708,271.907,4.238,1.63,0.02,0.019,0.417,18.292,23.975,,
5284,5284,2020-03-31 16:00:00,13.106,8.161,7.89,271.564,3.598,1.65,0.01,0.017,0.338,19.589,23.5,,
5285,5285,2020-03-31 12:00:00,12.616,8.178,8.081,271.693,3.366,1.66,0.02,0.017,0.386,23.2,22.1,,
5286,5286,2020-03-31 08:00:00,12.321,8.167,8.026,271.144,3.703,1.63,0.02,0.016,0.332,22.9,22.067,,
5287,5287,2020-03-31 04:00:00,12.41,8.134,8.034,271.151,3.955,1.56,0.02,0.017,0.329,21.3,22.869,,
5288,5288,2020-03-31 00:00:00,12.633,8.106,8.053,271.807,4.435,1.56,0.04,0.02,0.265,19.228,23.5,,
5289,5289,2020-03-30 20:00:00,13.028,8.067,8.001,271.441,5.179,1.68,0.03,0.023,0.349,16.869,23.9,,
5290,5290,2020-03-30 16:00:00,13.206,8.19,8.037,271.297,7.091,1.81,0.04,0.028,0.291,19.1,23.9,,
5291,5291,2020-03-30 12:00:00,12.698,8.221,8.046,270.561,3.19,1.5,0.03,0.016,0.4,21.086,22.6,,
5292,5292,2020-03-30 08:00:00,12.492,8.203,7.955,270.663,3.269,1.53,0.02,0.017,0.404,24.2,22.5,,
5293,5293,2020-03-30 04:00:00,12.61,8.187,8.056,270.62,3.633,1.59,0.02,0.018,0.464,22.07,23.2,,
5294,5294,2020-03-30 00:00:00,12.802,8.175,8.255,270.294,3.238,1.6,0.02,0.017,0.325,21.928,23.9,,
5295,5295,2020-03-29 20:00:00,12.971,8.142,8.425,269.265,4.059,1.88,0.05,0.017,0.473,23.5,24.3,,
5296,5296,2020-03-29 16:00:00,12.967,8.153,8.495,269.584,3.811,1.57,0.01,0.017,0.311,22.667,24.2,,
5297,5297,2020-03-29 12:00:00,12.901,8.144,7.906,271.423,3.094,1.4,0.04,0.016,0.36,25.462,22.9,,
5298,5298,2020-03-29 08:00:00,12.741,8.165,7.934,271.791,3.209,1.63,0.01,0.018,0.297,25.5,22.7,,
5299,5299,2020-03-29 04:00:00,12.895,8.172,8.058,271.275,3.283,1.75,0.03,0.02,0.386,24.767,23.0,,
5300,5300,2020-03-29 00:00:00,13.112,8.163,8.11,270.606,3.496,1.45,0.04,0.017,0.32,26.0,23.464,,
5301,5301,2020-03-28 20:00:00,13.589,8.158,8.234,270.472,4.068,1.6,0.03,0.019,0.303,25.3,23.6,,
5302,5302,2020-03-28 16:00:00,13.532,8.079,7.993,271.135,4.008,1.57,0.04,0.021,0.437,23.686,23.4,,
5303,5303,2020-03-28 12:00:00,13.01,8.28,8.347,247.243,2.834,1.55,0.01,0.016,0.326,26.447,22.7,,
5304,5304,2020-03-28 08:00:00,12.63,8.289,8.235,247.031,2.847,1.57,0.03,0.017,0.484,28.3,22.267,,
5305,5305,2020-03-28 04:00:00,12.552,8.283,8.273,246.01,2.896,1.61,0.03,0.017,0.308,27.528,22.903,,
5306,5306,2020-03-28 00:00:00,12.736,8.261,7.983,245.807,2.899,1.55,0.0,0.017,0.335,26.4,23.2,,
5307,5307,2020-03-27 20:00:00,13.133,8.234,7.95,245.942,2.938,1.86,0.02,0.016,0.331,24.7,23.0,,
5308,5308,2020-03-27 16:00:00,13.174,8.302,8.105,246.754,2.839,1.5,0.01,0.017,0.327,20.583,22.7,,
5309,5309,2020-03-27 12:00:00,12.667,8.287,7.811,247.273,2.21,1.55,0.03,0.018,0.289,26.3,21.3,,
5310,5310,2020-03-27 08:00:00,12.305,8.283,7.686,246.41,2.785,1.55,0.03,0.017,0.345,26.4,21.7,,
5311,5311,2020-03-27 04:00:00,12.409,8.282,7.89,246.627,3.024,1.54,0.02,0.017,0.302,26.928,21.672,,
5312,5312,2020-03-27 00:00:00,12.667,8.29,7.949,246.362,2.986,1.62,0.02,0.017,0.333,26.6,22.0,,
5313,5313,2020-03-26 20:00:00,12.976,8.314,7.945,246.191,3.194,1.03,0.03,0.018,0.265,26.3,22.2,,
5314,5314,2020-03-26 16:00:00,12.841,8.309,8.229,246.27,3.415,1.63,0.03,0.017,0.326,22.7,22.5,,
5315,5315,2020-03-26 12:00:00,12.427,8.284,8.251,246.478,2.677,1.59,0.03,0.016,0.329,24.2,21.5,,
5316,5316,2020-03-26 08:00:00,12.099,8.28,8.109,246.457,2.715,1.8,0.02,0.016,0.335,26.069,21.767,,
